State_Name,District,Sub_District,Financial_Year,Month,Indicator_Code,Indicator_Name,Code,Section,Public,Private,Rural,Urban
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,1.4.1,Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,M1 ,Ante Natal Care (ANC),142,0,142,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,1.4.2,Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9),M1 ,Ante Natal Care (ANC),107,0,107,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,1.4.3,Number of PW having Hb level<7 (out of total tested cases),M1 ,Ante Natal Care (ANC),1,0,1,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,1.6.1.a,Number of PW tested using POC test for Syphilis,M1 ,Ante Natal Care (ANC),130,0,130,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,1.6.1.b,"Out of above,number of PW found sero positive for Syphilis",M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,2.1.1.a,Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM/ Midwife),M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,2.1.1.b,Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,2.1.2,Number of PW given Tablet Misoprostol during home delivery,M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,2.1.3,Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,M2 ,Deliveries,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,2.2,Number of Institutional Deliveries conducted (Including C-Sections),M2 ,Deliveries,53,0,53,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,2.2.1,Out of total institutional deliveries number of women discharged within 48 hours of delivery,M2 ,Deliveries,16,0,16,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,2.2.2,Number of newborns received 6 HBNC  visits after Institutional Delivery,M2 ,Deliveries,110,0,110,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,4.1.1.a,Live Birth - Male,M4 ,Pregnancy outcome & details of new-born,26,0,26,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,4.1.1.b,Live Birth - Female,M4 ,Pregnancy outcome & details of new-born,26,0,26,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,4.1.2,Number of Pre term newborns (< 37 weeks of pregnancy),M4 ,Pregnancy outcome & details of new-born,8,0,8,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,4.1.3,Still Birth,M4 ,Pregnancy outcome & details of new-born,1,0,1,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,4.2,Abortion (spontaneous),M4 ,Pregnancy outcome & details of new-born,6,0,6,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,4.4.1,Number of newborns weighed at birth,M4 ,Pregnancy outcome & details of new-born,52,0,52,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,4.4.2,Number of newborns having weight less than 2.5 kg,M4 ,Pregnancy outcome & details of new-born,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,4.4.3,Number of Newborns breast fed within 1 hour of birth ,M4 ,Pregnancy outcome & details of new-born,52,0,52,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,5.1,"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",M5 ,Complicated Pregnancies,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,6.1,Women receiving 1st post partum checkups within 48 hours of home delivery,M6 ,Post Natal Care (PNC),0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,6.2,Women receiving 1st post partum checkup between 48 hours and 14 days,M6 ,Post Natal Care (PNC),120,0,120,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,6.3,Number of mothers provided full course of 180 IFA tablets after delivery,M6 ,Post Natal Care (PNC),121,0,121,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,6.4,Number of mothers provided full course of 360 Calcium tablets after delivery,M6 ,Post Natal Care (PNC),126,0,126,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,8.6,Number of IUCD Removals,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,8.7,Number of complications following IUCD Insertion,M8 ,Family Planning,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,8.12,Number of Combined Oral Pill cycles distributed,M8 ,Family Planning,400,0,400,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,8.13,Number of Condom pieces distributed,M8 ,Family Planning,4558,0,4558,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,8.14,Number of Centchroman (weekly) pill strips distributed,M8 ,Family Planning,1,0,1,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,8.15,Number of Emergency Contraceptive Pills (ECP) given,M8 ,Family Planning,3,0,3,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,8.16,Number of Pregnancy Test Kits (PTK) used,M8 ,Family Planning,113,0,113,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.1.1,Child immunisation - Vitamin K (Birth Dose),M9 ,CHILD IMMUNISATION,50,0,50,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.1.2,Child immunisation - BCG,M9 ,CHILD IMMUNISATION,54,0,54,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.1.3,Child immunisation - DPT1,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.1.6,Child immunisation - Pentavalent 1,M9 ,CHILD IMMUNISATION,125,0,125,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.1.7,Child immunisation - Pentavalent 2,M9 ,CHILD IMMUNISATION,118,0,118,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.1.8,Child immunisation - Pentavalent 3,M9 ,CHILD IMMUNISATION,102,0,102,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.1.9,Child immunisation - OPV 0 (Birth Dose),M9 ,CHILD IMMUNISATION,50,0,50,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.1.10,Child immunisation - OPV1,M9 ,CHILD IMMUNISATION,125,0,125,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.1.11,Child immunisation - OPV2,M9 ,CHILD IMMUNISATION,118,0,118,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.1.12,Child immunisation - OPV3,M9 ,CHILD IMMUNISATION,102,0,102,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),M9 ,CHILD IMMUNISATION,49,0,49,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.1.17,Child immunisation - Inactivated Injectable Polio Vaccine 1 (IPV 1),M9 ,CHILD IMMUNISATION,125,0,125,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.1.18,Child immunisation - Inactivated Injectable Polio Vaccine 2 (IPV 2),M9 ,CHILD IMMUNISATION,102,0,102,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.1.19,Child immunisation - Rotavirus 1,M9 ,CHILD IMMUNISATION,125,0,125,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.1.20,Child immunisation - Rotavirus 2,M9 ,CHILD IMMUNISATION,118,0,118,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.1.21,Child immunisation - Rotavirus 3,M9 ,CHILD IMMUNISATION,102,0,102,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.1.22,Child Immunisation- PCV 1,M9 ,CHILD IMMUNISATION,125,0,125,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.1.23,Child Immunisation- PCV 2,M9 ,CHILD IMMUNISATION,102,0,102,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.1.24,Child Immunisation- PCV Booster,M9 ,CHILD IMMUNISATION,5,0,5,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)/ Measles containing vaccine(MCV) - 1st Dose,M9 ,CHILD IMMUNISATION,101,0,101,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.2.2,Child immunisation (9-11months) - Measles 1st dose,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.2.3,Child immunisation (9-11months) - JE 1st dose,M9 ,CHILD IMMUNISATION,101,0,101,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,M9 ,CHILD IMMUNISATION,57,0,57,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,M9 ,CHILD IMMUNISATION,44,0,44,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.3.1,Child immunisation(after 12 months) - Measles & Rubella (MR)/Measles containing vaccine(MCV)- 1st Dose,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.3.3,Child immunisation (after 12 months) - JE 1st dose,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),M9 ,CHILD IMMUNISATION,95,0,95,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.4.3,Child immunisation - DPT 1st Booster,M9 ,CHILD IMMUNISATION,95,0,95,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.4.4,Child immunisation - OPV Booster,M9 ,CHILD IMMUNISATION,95,0,95,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,M9 ,CHILD IMMUNISATION,95,0,95,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.5.2,Children more than 5 years received DPT5 (2nd Booster),M9 ,CHILD IMMUNISATION,139,0,139,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.5.3,Children more than 10 years received TT10/ Td10,M9 ,CHILD IMMUNISATION,143,0,143,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.5.4,Children more than 16 years received TT16/ Td16,M9 ,CHILD IMMUNISATION,123,0,123,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.6.1,Number of cases of AEFI - Abscess,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.6.2,Number of cases of AEFI - Death,M9 ,CHILD IMMUNISATION,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.6.3,Number of cases of AEFI - Others,M9 ,CHILD IMMUNISATION,48,0,48,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.7.1,Immunisation sessions planned,M9 ,CHILD IMMUNISATION,64,0,64,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.7.2,Immunisation sessions held,M9 ,CHILD IMMUNISATION,64,0,64,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.7.3,Number of Immunisation sessions where ASHAs were present,M9 ,CHILD IMMUNISATION,64,0,64,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.8.1,Child immunisation - Vitamin A Dose - 1,M9 ,CHILD IMMUNISATION,101,0,101,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),M9 ,CHILD IMMUNISATION,5567,0,5567,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,9.11,Number of severely underweight children provided Health Checkup (0-5 years),M9 ,CHILD IMMUNISATION,4,0,4,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,10.1,Childhood Diseases - Pneumonia,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,10.2,Childhood Diseases - Asthma,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,10.3,Childhood Diseases - Sepsis,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,10.4,Childhood Diseases - Diphtheria,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,10.5,Childhood Diseases - Pertussis,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,10.6,Childhood Diseases - Tetanus Neonatorum,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,10.7,Childhood Diseases - Tuberculosis (TB),M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,10.9,Childhood Diseases - Measles,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,10.1,Childhood Diseases - Malaria,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,10.11,Childhood Diseases - Diarrhoea,M10 ,Number of cases of Childhood Diseases (0-5 years),12,0,12,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,10.12,Childhood Diseases - Diarrhoea treated in Inpatients,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,10.13,Children admitted with Respiratory Infections,M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),M10 ,Number of cases of Childhood Diseases (0-5 years),0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,11.1.2.a,RDT conducted for Malaria,M11 ,NVBDCP,1103,0,1103,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,M11 ,NVBDCP,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,M11 ,NVBDCP,1,0,1,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.1.1,Outpatient - Diabetes,M14 ,Patient Services,32,0,32,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.1.2,Outpatient - Hypertension,M14 ,Patient Services,93,0,93,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.1.7,Outpatient - Ophthalmic Related,M14 ,Patient Services,28,0,28,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.1.8,Outpatient - Dental,M14 ,Patient Services,19,0,19,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.2.1,Allopathic- Outpatient attendance,M14 ,Patient Services,4708,0,4708,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.2.2,Ayush - Outpatient attendance,M14 ,Patient Services,495,0,495,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.3.1.a,Inpatient (Male) - Children < 18 years,M14 ,Patient Services,19,0,19,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.3.1.b,Inpatient (Male)- Adults,M14 ,Patient Services,5,0,5,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.3.2.a,Inpatient (Female) - Children < 18 years,M14 ,Patient Services,22,0,22,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.3.2.b,Inpatient (Female)- Adults,M14 ,Patient Services,65,0,65,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.3.3,Number of Left Against Medical Advice (LAMA) cases,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.4.1,Inpatient - Malaria,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.4.2,Inpatient - Dengue,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.4.3,Inpatient - Typhoid,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.4.5,Inpatient - Tuberculosis,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.4.6,Inpatient - Pyrexia of unknown origin (PUO),M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.4.7,Inpatient - Diarrhea with dehydration,M14 ,Patient Services,2,0,2,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.4.8,Inpatient - Hepatitis,M14 ,Patient Services,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.8.4,Operation minor (No or local anaesthesia),M14 ,Patient Services,47,0,47,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.1,In-Patient Head Count at midnight,M14 ,Patient Services,19,0,19,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.15,Number of Rogi Kalyan Samiti (RKS) meetings held,M14 ,Patient Services,1,0,1,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,M14 ,Patient Services,136,0,136,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,15.1,Number of Lab Tests done,M15 ,Laboratory Testing,186,0,186,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,15.2.1,Number of Hb tests conducted,M15 ,Laboratory Testing,762,0,762,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",M15 ,Laboratory Testing,1,0,1,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,15.3.1.a,Male HIV - Number Tested (by finger prick test),M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,15.3.1.b,Male HIV - Number Positive,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,15.3.2.a,Female Non ANC HIV - Number Tested (by finger prick test),M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,15.3.2.b,Female Non ANC HIV - Number Positive,M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,15.3.3.a,Number of pregnant women screened for HIV (by finger prick test),M15 ,Laboratory Testing,135,0,135,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,15.3.3.b,"Out of the above, number screened positive",M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Bhairabsingipur,2021-2022,January  ,15.3.3.c,"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",M15 ,Laboratory Testing,0,0,0,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,1.1,Total number of pregnant women registered for ANC,M1 ,Ante Natal Care (ANC),241,0,241,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,1.1.1,"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",M1 ,Ante Natal Care (ANC),241,0,241,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,1.2.1,Number of PW given TT1/ Td1,M1 ,Ante Natal Care (ANC),245,0,245,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,1.2.2,Number of PW given TT2 / Td2,M1 ,Ante Natal Care (ANC),235,0,235,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,1.2.3,Number of PW given TT Booster/ Td Booster,M1 ,Ante Natal Care (ANC),21,0,21,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,1.2.4,Number of PW provided full Course 180 Iron Folic Acid (IFA) tablets,M1 ,Ante Natal Care (ANC),274,0,274,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,1.2.5,Number of PW provided full Course 360 Calcium tablets,M1 ,Ante Natal Care (ANC),266,0,266,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,1.2.6,Number of PW given one Albendazole tablet after 1st trimester,M1 ,Ante Natal Care (ANC),322,0,322,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,1.2.7,Number of PW received 4 or more ANC check ups,M1 ,Ante Natal Care (ANC),218,0,218,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,1.2.8,Number of PW given ANC Corticosteroids in Pre Term Labour,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,1.3.1,New cases of PW with hypertension detected,M1 ,Ante Natal Care (ANC),2,0,2,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,1.3.1.a,"Out of the new cases of PW with hypertension detected, cases managed at institution",M1 ,Ante Natal Care (ANC),2,0,2,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,1.3.2,Number of Eclampsia cases managed during delivery,M1 ,Ante Natal Care (ANC),0,0,0,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,1.4.1,Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,M1 ,Ante Natal Care (ANC),218,0,218,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,1.4.2,Number of PW having Hb level<11 (out of total tested cases)(7.1 to 10.9),M1 ,Ante Natal Care (ANC),203,0,203,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,1.4.3,Number of PW having Hb level<7 (out of total tested cases),M1 ,Ante Natal Care (ANC),4,0,4,0
Odisha,Koraput,Boipariguda,2021-2022,January  ,1.4.4,Number of PW having severe anaemia (Hb < 7) treated,M1 ,Ante Natal Care (ANC),4,0,4,0
